uniqueID,Year,"Player Name (Last Name, First Name)",Position,Height in Ft & In,Weight in lbs,Standing vertical Jump,Maximum Vertical Jump (with steps),three-quarter court sprint,lane agility drill,Bench Press test,Drafted?
917,2010,"Hayward, Lazar",SG-SF,"6'4""",225.8,31,36,3.31,10.87,15,Yes
918,2010,"Henry, Xavier",SG,"6'5""",210.2,28.5,36.5,3.18,11.1,8,Yes
919,2010,"Hobson, Darington",SG-SF,"6'5""",203.6,29,34,3.25,11.68,,Yes
920,2010,"James, Damion",SF,"6'6""",226.6,29,33,3.2,10.89,13,Yes
921,2010,"Johnson, Armon",PG-SG,"6'2""",195.2,31.5,38.5,3.19,11.25,18,Yes
922,2010,"Johnson, Wesley",SF,"6'6""",206.4,32,37,3.14,11.43,16,Yes
923,2010,"Jones, Dominique",SG,"6'3""",216,26,32.5,3.31,10.88,19,Yes
924,2010,"Jordan, Jerome",C,"6'12""",244.2,,,,,,Yes
925,2010,"Landesberg, Sylven",SG,"6'5""",210,28,32,3.36,11.59,8,No
926,2010,"Lawal, Gani",PF,"6'8""",233.4,27,31.5,3.24,11.61,20,Yes
927,2010,"Monroe, Greg",PF-C,"6'10""",246.6,25,29,3.35,12.1,15,Yes
928,2010,"Orton, Daniel",C,"6'9""",269.2,24,30.5,3.39,12.32,13,Yes
929,2010,"Parakhouski, Artsiom",C,"6'10""",268.2,25.5,26.5,3.33,12.07,16,No
930,2010,"Patterson, Patrick",PF,"6'8""",239.6,28.5,33.5,3.25,11.14,17,Yes
931,2010,"Pittman, Dexter",PF-C,"6'10""",302.6,,,,,,Yes
932,2010,"Rautins, Andy",SG,"6'4""",191.6,23.5,30.5,3.49,11.27,8,Yes
933,2010,"Richards, Ryan",PF,"6'10""",230.2,25,28.5,3.37,11.33,4,Yes
934,2010,"Robinson, Stanley",SF,"6'6""",213.2,,37.5,3.23,11.65,6,Yes
935,2010,"Sanders, Larry",PF-C,"6'9""",222.4,25.5,28,3.27,12.49,7,Yes
936,2010,"Scheyer, Jon",PG-SG,"6'5""",180,,,,,,No
937,2010,"Stephenson, Lance",SG,"6'4""",227,27,33,3.38,11.39,10,Yes
938,2010,"Torrance, Mikhail",PG,"6'4""",208.8,23,32,3.17,11.43,8,No
939,2010,"Turner, Evan",SG,"6'6""",213.8,27.5,34.5,3.27,11.06,9,Yes
940,2010,"Udoh, Ekpe",PF,"6'9""",237.4,31,33.5,3.29,11.15,10,Yes
941,2010,"Varnado, Jarvis",PF-C,"6'8""",210.2,29.5,32.5,3.37,11.61,3,Yes
942,2010,"Vasquez, Greivis",PG-SG,"6'5""",210.8,,,,,,No
943,2010,"Wall, John",PG,"6'3""",195.6,30,39,3.14,10.84,,Yes
944,2010,"Warren, Willie",SG-PG,"6'2""",208.4,23,31.5,3.5,11.21,10,Yes
945,2010,"White, Terrico",SG-PG,"6'4""",202.6,31,40,3.15,11.38,10,Yes
946,2010,"Whiteside, Hassan",C-PF,"6'10""",226.6,27,31.5,3.54,11.83,12,Yes
947,2009,"Adrien, Jeff",PF,"6'5""",236.2,27.5,31.5,3.32,11.34,16,No
948,2009,"Ayres, Jeff",PF,"6'9""",239.6,31,35,3.14,11.98,15,Yes
949,2009,"Beaubois, Rodrigue",PG,"6'1""",182.4,29.5,39,3.15,10.49,3,Yes
950,2009,"Blair, DeJuan",PF,"6'5""",276.6,26,33,3.45,11.5,18,Yes
951,2009,"Brown, Derrick",SF-PF,"6'8""",224.6,30.5,35.5,3.13,11.26,20,Yes
952,2009,"Budinger, Chase",SF-SG,"6'6""",206.4,29.5,38.5,3.24,11.08,10,Yes
953,2009,"Carroll, DeMarre",PF-SF,"6'6""",207.2,,,,,,Yes
954,2009,"Casspi, Omri",SF,"6'8""",211.2,25.5,32.5,3.28,11.15,2,Yes
955,2009,"Christmas, Dionte",SG,"6'4""",210.8,27,33.5,3.21,10.83,3,No
956,2009,"Clark, Earl",SF-PF,"6'8""",228.4,28.5,33,3.35,11.17,5,Yes
957,2009,"Collison, Darren",PG,"6'0""",166.2,30.5,33.5,3.1,10.45,9,Yes
958,2009,"Cunningham, Dante",PF,"6'7""",227.4,28,35,3.26,11.18,18,Yes
959,2009,"Curry, Stephen",PG-SG,"6'2""",181,29.5,35.5,3.28,11.07,10,Yes
960,2009,"Daye, Austin",SF-PF,"6'10""",191.8,25,28,3.55,12.11,0,Yes
961,2009,"DeRozan, DeMar",SG-SF,"6'6""",211.2,29,38.5,3.31,11.88,5,Yes
962,2009,"Douglas, Toney",PG,"6'1""",183.4,28,32.5,3.03,10.63,15,Yes
963,2009,"Ellington, Wayne",SG,"6'4""",202.4,31.5,38,3.2,11.14,13,Yes
964,2009,"Evans, Tyreke",PG-SG,"6'4""",220.6,28.5,34,3.17,11.81,7,Yes
965,2009,"Flynn, Jonny",PG,"5'11""",195.6,33,40,3.23,10.86,10,Yes
966,2009,"Gibson, Taj",PF,"6'8""",214.4,25.5,30,3.41,11.56,12,Yes
967,2009,"Green, Danny",SG-SF,"6'5""",208,29,33,3.3,11.3,15,Yes
968,2009,"Griffin, Blake",PF,"6'8""",248.4,32,35.5,3.28,10.95,22,Yes
969,2009,"Hansbrough, Tyler",PF,"6'8""",234.2,27.5,34,3.27,11.12,18,Yes
970,2009,"Harden, James",SG,"6'4""",222,31.5,37,3.13,11.1,17,Yes
971,2009,"Henderson, Gerald",SG-SF,"6'4""",214.6,31.5,35,3.14,11.17,8,Yes
972,2009,"Heytvelt, Josh",PF-C,"6'10""",246.2,28.5,34,3.38,11.67,15,No
973,2009,"Hill, Jordan",PF-C,"6'9""",232.4,31,35,3.3,12.23,11,Yes
974,2009,"Holiday, Jrue",PG-SG,"6'3""",199,28.5,34,3.21,10.64,6,Yes
975,2009,"Ingles, Joe",SF,"6'8""",209.2,26,31,3.3,10.66,3,No
976,2009,"Johnson, James",SF-PF,"6'7""",257.2,30.5,35,3.23,11.21,18,Yes
977,2009,"Lawson, Ty",PG,"5'11""",196.6,29,36.5,3.12,10.98,14,Yes
978,2009,"Maynor, Eric",PG,"6'2""",163.6,28.5,31.5,3.19,10.78,8,Yes
979,2009,"McClinton, Jack",SG-PG,"5'12""",185.2,30,36.5,3.21,10.44,13,Yes
980,2009,"McNeal, Jerel",SG,"6'2""",190.4,31.5,36.5,3.25,10.61,10,No
981,2009,"Meeks, Jodie",SG,"6'3""",211.4,28.5,37,3.1,10.96,14,Yes
982,2009,"Mills, Patty",PG,"5'11""",175.4,27.5,33,3.1,10.87,8,Yes
983,2009,"Mullens, Byron",C,"6'12""",258.2,28.5,32.5,3.45,11.1,10,Yes
984,2009,"Price, A.J.",PG,"6'0""",192.8,26,31,3.22,10.99,11,No
985,2009,"Summers, DaJuan",SF,"6'7""",243,29.5,34.5,3.17,10.94,15,Yes
986,2009,"Taylor, Jermaine",SG,"6'4""",207.4,34,37.5,3.32,11.54,16,Yes
987,2009,"Teague, Jeff",PG,"6'0""",175.2,30.5,36.5,3.18,11.05,13,Yes
988,2009,"Thabeet, Hasheem",C,"7'1""",267.2,,,,,,Yes
989,2009,"Williams, Terrence",SG-SF,"6'5""",213.2,30.5,37,3.18,11.15,9,Yes
990,2009,"Young, Sam",SF-SG,"6'5""",222.8,27.5,33,3.45,11.47,,Yes
991,2008,"Alexander, Joe",SF-PF,"6'7""",220,32.5,38.5,2.99,11.33,24,Yes
992,2008,"Arthur, Darrell",PF,"6'8""",216,28.5,30,3.14,12.18,12,Yes
993,2008,"Augustin, D.J.",PG,"5'10""",171.5,28.5,35,3.07,11.27,2,No
994,2008,"Bayless, Jerryd",PG-SG,"6'2""",204,31,38,3.07,11.26,10,Yes
995,2008,"Beasley, Michael",PF-SF,"6'7""",239,30,35,3.24,11.06,19,Yes
996,2008,"Bradley, Ramel",PG-SG,"6'1""",184,24.5,29.5,3.24,10.68,9,No
997,2008,"Brazelton, Tyrone",PG,"5'10""",166,30,34,3.25,11.59,8,No
998,2008,"Brown, Takais",PF,"6'7""",252,29,31,3.25,12.47,22,No
999,2008,"Brumbaugh, Keith",SF-PF,"6'8""",190,26,27,3.28,11.65,2,No
1000,2008,"Burrell, Stanley",PG,"6'2""",201,29.5,34.5,3.19,11.19,21,No
1001,2008,"Butch, Brian",C-PF,"6'10""",229.6,24,26.5,3.52,11.87,9,No
1002,2008,"Butler, Jamar",PG,"6'0""",182,,,,,15,No
1003,2008,"Calathes, Pat",SF-PF,"6'9""",204,,,,,7,No
1004,2008,"Crawford, Joe",SG,"6'3""",213,31,36,3.22,11.67,13,Yes
1005,2008,"Daniels, Chris",C-PF,"6'8""",256,26,28.5,3.56,12.72,11,No
1006,2008,"Dorsey, Joey",PF-C,"6'6""",265,27.5,33,3.2,11.84,19,Yes
1007,2008,"Dove, Marcus",SF-PF,"6'7""",208,27.5,33.5,3.26,11.59,10,No
1008,2008,"Duncan, Josh",PF,"6'8""",230,28,32,3.26,12.47,26,No
1009,2008,"Elegar, Frank",PF,"6'7""",210,33.5,37.5,3.17,11.86,11,No
1010,2008,"Ewing Jr., Patrick",SF-PF,"6'6""",224,35,42,3.43,11.77,2,No
1011,2008,"Forbes, Gary",SG,"6'4""",220.5,27.5,33.5,3.25,11.45,13,No
1012,2008,"Foster, Shan",SG,"6'4""",194.5,30,33,3.24,12.3,10,Yes
1013,2008,"Giddens, J.R.",SG,"6'4""",208,,,,,10,No
1014,2008,"Gist, James",PF,"6'7""",220,30.5,35,3.14,11.37,5,Yes
1015,2008,"Golubovic, Vladimir",C,"6'11""",258,21.5,27,3.33,12.4,15,No
1016,2008,"Gordon, Eric",SG,"6'2""",222,32,40,3.01,10.81,15,Yes
1017,2008,"Gransberry, Kentrell",C,"6'7""",290,24.5,27.5,3.32,12.16,18,No
1018,2008,"Greene, Donte",SF-PF,"6'8""",221,27.5,31.5,3.2,11.21,2,No
1019,2008,"Hairston, Malik",SG,"6'4""",204,30.5,38,3.08,11.33,13,Yes
1020,2008,"Hardin, DeVon",C-PF,"6'10""",235,29.5,32,3.33,11.49,20,Yes
1021,2008,"Hendrix, Richard",PF,"6'7""",250,26.5,28,3.27,10.62,13,Yes
1022,2008,"Hill, George",PG,"6'1""",181,34,37.5,3.07,12.2,9,Yes
1023,2008,"Hines, Kyle",SF-PF,"6'4""",234,28.5,33,3.4,12.17,16,No
1024,2008,"Hubalek, Jiri",C-PF,"6'10""",226,20.5,26,3.54,12.26,2,No
1025,2008,"Hudson, Lester",PG,"5'12""",196,30.5,36,3.16,11.15,12,No
1026,2008,"Hunter, Othello",PF-SF,"6'6""",220,28,34.5,3.18,11.51,7,No
1027,2008,"Jackson, Darnell",PF,"6'7""",240.5,27,31,3.26,11.75,11,Yes
1028,2008,"James, Shawn",PF,"6'8""",217,,,,,6,No
1029,2008,"Jefferson, Davon",SF,"6'5""",213,27,32,3.36,12.02,2,No
1030,2008,"Jones, Joseph",PF,"6'7""",240,25.5,31,3.33,11.61,16,No
1031,2008,"Jordan, DeAndre",C,"6'10""",250,26,30.5,3.27,12.3,8,Yes
1032,2008,"Kaun, Sasha",C-PF,"6'9""",247,29,32,3.2,12.06,13,Yes
1033,2008,"Kemp, Marcelus",SG,"6'3""",221,26,30,3.39,11.79,9,No
1034,2008,"Leunen, Maarty",SF,"6'7""",222,29.5,34.5,3.36,11.57,14,Yes
1035,2008,"Longar, Longar",C,"6'9""",212.5,,,,,14,No
1036,2008,"Lopez, Brook",C,"6'11""",258,27.5,30.5,3.57,12.77,7,Yes
1037,2008,"Love, Kevin",PF,"6'8""",255,29.5,35,3.22,11.17,18,Yes
1038,2008,"Maric, Aleks",C,"6'10""",273,23,28,3.35,11.76,15,No
1039,2008,"Mayo, O.J.",SG-PG,"6'3""",200,30.5,41,3.14,11.04,7,No
1040,2008,"Mays, James",PF,"6'7""",227,29.5,35,3.19,11.23,13,No
1041,2008,"Mbah a Moute, Luc",SF,"6'6""",221,32,38.5,3.17,11.71,11,No
1042,2008,"McGee, JaVale",C-PF,"6'11""",241,27,32.5,3.25,12.75,7,Yes
1043,2008,"Neitzel, Drew",PG,"5'12""",175.5,25.5,32,3.2,11.19,10,No
1044,2008,"Nelson, DeMarcus",PG-SG,"6'1""",198,34.5,38.5,3.13,10.54,19,No
1045,2008,"Padgett, David",C-PF,"6'10""",239.5,24,28,3.45,12.45,17,No
1046,2008,"Pargo, Jeremy",PG,"6'0""",208,32,37,3.07,10.65,7,No
1047,2008,"Plaisted, Trent",PF,"6'9""",240,30.5,35.5,3.17,11.32,14,Yes
1048,2008,"Prowell, Quan",SF-PF,"6'7""",225.5,32,36,3.14,11.79,16,No
1049,2008,"Pruitt, Shaun",C-PF,"6'8""",242.2,27,32.5,3.4,11.3,10,No
1050,2008,"Randolph, Anthony",PF-SF,"6'9""",197,29,35,3.26,11.86,7,Yes
1051,2008,"Rhodes, Charles",PF,"6'7""",244,26.5,33.5,3.13,11.51,14,No
1052,2008,"Riek, John",C,"6'10""",237,,,,,,No
1053,2008,"Roberts, Brian",PG,"6'0""",173,31.5,36.5,3.05,10.65,10,No
1054,2008,"Robinson, Russell",PG,"6'0""",196,25,31.5,3.15,11.3,8,No
1055,2008,"Roby, Richard",SG-SF,"6'4""",203,,,,,,No
1056,2008,"Rose, Derrick",PG,"6'2""",196,34.5,40,3.05,11.69,10,Yes
1057,2008,"Singletary, Sean",PG,"5'11""",183.8,26,,,,18,Yes
1058,2008,"Steele, Ronald",PG,"6'0""",183.5,25,29.5,3.26,11.08,5,No
1059,2008,"Taylor, Bryce",SG,"6'3""",210,34.5,41,3.19,11.08,16,No
1060,2008,"Taylor, Mike",SG-PG,"6'1""",166.2,31,39,3.08,10.98,2,Yes
1061,2008,"Tyndale, Mark",SG-SF,"6'3""",217,27,33.5,3.14,12.52,5,No
1062,2008,"Vaden, Robert",SG,"6'4""",199,26,29.5,3.4,11.97,10,No
1063,2008,"Washington, Deron",SF,"6'5""",198.5,34,40,3.09,11.03,7,Yes
1064,2008,"Weems, Sonny",SG-SF,"6'4""",193,29,36.5,2.96,10.58,12,Yes
1065,2008,"Westbrook, Russell",PG,"6'2""",192,30,36.5,3.08,10.98,12,Yes
1066,2008,"Williams, Reggie",SG,"6'3""",199,31.5,36.5,3.07,11.32,15,No
1067,2007,"Abukar, Mohamed",SF,"6'8""",210,30.5,35,3.37,11.78,15,No
1068,2007,"Boggan, Mario",PF,"6'5""",240,24,26.5,3.45,12.18,12,No
1069,2007,"Bradshaw, Craig",PF,"6'8""",240,26,28,3.54,11.88,12,No
1070,2007,"Brewer, Corey",SF-SG,"6'6""",185,30.5,36.5,3.22,11.69,11,Yes
1071,2007,"Brooks, Aaron",PG,"5'10""",161,32.5,39.5,3.2,10.57,6,Yes
1072,2007,"Brown, Bobby",PG,"5'11""",170,32.5,41,3.25,11.27,3,No
1073,2007,"Carter, Russell",SG,"6'3""",221,33,38.5,3.29,11.61,25,No
1074,2007,"Collins, Coleman",PF,"6'8""",236,30,35,,11.47,21,No
1075,2007,"Conley, Mike",PG,"5'11""",175,35.5,40.5,3.09,11.63,13,Yes
1076,2007,"Cook, Daequan",SG,"6'3""",203,30,34.5,3.22,11.12,4,Yes
1077,2007,"Covile, Ryvon",C-PF,"6'7""",250,25,30.5,3.37,12.52,19,No
1078,2007,"Crittenton, Javaris",PG,"6'3""",194,32.5,38,3.32,11.6,11,Yes
1079,2007,"Davidson, Jermareo",PF,"6'9""",230,27,30,3.53,12.63,7,Yes
1080,2007,"Doellman, Justin",PF,"6'8""",205,,,,,19,No
1081,2007,"Dowdell, Zabian",PG,"6'1""",191,30,33.5,3.29,11.13,3,No
1082,2007,"Dudley, Jared",SF,"6'5""",219,28,32,3.45,11.32,14,Yes
1083,2007,"Durant, Kevin",SF-PF,"6'9""",215,26,33.5,3.45,12.33,0,Yes
1084,2007,"Freeman, Rashaun",PF,"6'6""",244,28,32,3.41,11.43,20,No
1085,2007,"Gray, Aaron",C,"7'0""",271,27,32.5,3.7,12.07,17,Yes
1086,2007,"Green, Caleb",PF,"6'6""",238,28.5,36,3.46,11.72,9,No
1087,2007,"Green, Jeff",SF,"6'7""",228,33.5,38,3.34,12,17,Yes
1088,2007,"Green, Taurean",PG,"5'11""",173,29,32.5,3.26,11.3,8,Yes
1089,2007,"Hawes, Spencer",PF,"6'10""",244,26,29,3.51,11.88,9,Yes
1090,2007,"Heath, Brandon",PG,"6'2""",181,32,36,3.28,11.39,11,No
1091,2007,"Hill, Herbert",C,"6'7""",232,30.5,34,3.39,12.31,15,Yes
1092,2007,"Horford, Al",PF,"6'8""",246,31,35.5,3.37,12.15,20,Yes
1093,2007,"Hosley, Quinton",SF-SG,"6'5""",215,28.5,34,3.32,12.47,12,No
1094,2007,"Hughes, James",C,"6'9""",209,31,33,3.37,13.31,8,No
1095,2007,"Hunt, Jeremy",SG,"6'2""",198,30.5,33,3.29,12.11,10,No
1096,2007,"Ibekwe, Ekene",PF,"6'8""",208,34.5,39,3.28,11,10,No
1097,2007,"James, Dominic",PG,"5'10""",175,33.5,38.5,3.11,10.94,14,No
1098,2007,"Johnson, Trey",SG,"6'3""",216,26.5,35,3.31,11.78,18,No
1099,2007,"Jones-Jennings, Rashad",PF,"6'6""",235,25,30,3.29,12.18,20,No
1100,2007,"Jordan, Jared",PG,"6'0""",183,24.5,28.5,3.39,11.02,6,Yes
1101,2007,"Karl, Coby",SG-PG,"6'3""",204,32,34.5,3.41,11.57,9,No
1102,2007,"Kavaliauskas, Antanas",PF,"6'9""",237,25.5,30,3.42,11.19,19,No
1103,2007,"Landry, Carl",PF,"6'7""",248,31.5,36.5,3.29,11.35,21,Yes
1104,2007,"Lasme, Stephane",PF,"6'5""",213,29.5,36,3.22,11.73,17,No
1105,2007,"Law, Acie",PG,"6'2""",186,29,34,3.22,11,8,Yes
1106,2007,"Lekic, Marko",C,"6'9""",267,24,30.5,3.43,11.96,19,No
1107,2007,"Lewis, Ron",SG,"6'2""",194,33,38,3.22,11.59,16,No
1108,2007,"Martin, Cartier",SF,"6'4""",218,27,29.5,3.43,12.1,11,No
1109,2007,"McGuire, Dominic",SF,"6'7""",220,28.5,34.5,3.25,10.95,12,Yes
1110,2007,"McRoberts, Josh",PF,"6'8""",240,27.5,31.5,3.47,11.7,12,Yes
1111,2007,"Mejia, Sammy",SG,"6'5""",218,27,31.5,3.49,11.87,7,Yes
1112,2007,"Newley, Brad",SG,"6'5""",201,29.5,31.5,3.29,11.77,3,Yes
1113,2007,"Nichols, Demetris",SF,"6'6""",211,28.5,32.5,3.38,10.39,16,Yes
1114,2007,"Noah, Joakim",PF,"6'10""",223,32.5,37.5,3.47,11.79,12,Yes
1115,2007,"Oden, Greg",C,"6'11""",257,32,34,3.27,11.67,,Yes
1116,2007,"Radenovic, Ivan",PF,"6'9""",226,23,28,3.6,11.61,7,No
1117,2007,"Reynolds, JR",PG,"6'0""",188,27.5,34.5,3.24,11.69,15,No
1118,2007,"Richard, Chris",PF,"6'7""",252,26.5,30.5,3.29,11.39,15,Yes
1119,2007,"Salisbery, Dustin",SG,"6'3""",208,34,38,3.12,11.07,11,No
1120,2007,"Schilb, Blake",SG,"6'5""",214,26.5,33.5,3.36,11.63,11,No
1121,2007,"Seibutis, Renaldas",SG,"6'4""",185,24,32.5,3.39,11.33,1,Yes
1122,2007,"Sessions, Ramon",PG,"6'2""",185,29.5,33.5,3.27,11.65,8,Yes
1123,2007,"Shakur, Mustafa",PG,"6'3""",185,28.5,35,3.27,11.82,11,No
1124,2007,"Smith, Jason",PF,"6'11""",233,33.5,37.5,3.29,10.96,15,Yes
1125,2007,"Strawberry, DJ",SG,"6'4""",199,28.5,35,3.14,10.87,21,No
1126,2007,"Stuckey, Rodney",SG-PG,"6'4""",207,30.5,35,3.11,11.34,14,Yes
1127,2007,"Sumpter, Curtis",SF,"6'6""",227,27.5,32.5,3.22,11.3,12,No
1128,2007,"Sun, Yue",SF,"6'8""",212,29,34,3.45,10.68,9,No
1129,2007,"Tatum, Jamaal",PG,"5'12""",168,28.5,33,3.22,11.51,7,No
1130,2007,"Terry, Reyshawn",SF,"6'7""",222,31,37.5,3.26,11.76,18,Yes
1131,2007,"Thornton, Al",SF,"6'6""",221,35,41,3.16,11.96,9,Yes
1132,2007,"Tolliver, Anthony",PF,"6'7""",242,28.5,30,3.29,11.49,21,No
1133,2007,"Traore, Ali",C-PF,"6'9""",249,25,29,3.52,12.16,11,No
1134,2007,"Visser, Kyle",C,"6'10""",242,26,29,3.39,12.6,18,No
1135,2007,"Watkins, Darryl",C,"6'9""",241,26.5,31,3.56,11.65,14,No
1136,2007,"Wingate, Major",C,"6'8""",242,27.5,30.5,3.47,12.14,15,No
1137,2007,"Wood, DaShaun",PG,"5'11""",167,31.5,34.5,3.23,11.4,13,No
1138,2007,"Wright, Brandan",PF,"6'9""",200,30.5,35.5,3.31,11.76,2,Yes
1139,2007,"Wright, Julian",SF-PF,"6'6""",211,28.5,33.5,3.36,11.48,2,Yes
1140,2007,"Wyatt, Avis",PF,"6'9""",212,27.5,32,3.23,11.46,12,No
1141,2007,"Young, Nick",SG-SF,"6'5""",206,39.5,40.5,3.25,11,6,Yes
1142,2007,"Young, Thaddeus",SF,"6'6""",210,34.5,37,3.19,11.06,13,Yes
1143,2006,"Adeleke, Kenny",PF-C,"6'6""",250,28.5,30.5,3.47,11.57,26,No
1144,2006,"Ager, Maurice",SG-PG,"6'3""",203,29.5,35,3.22,11.73,11,Yes
1145,2006,"Aldridge, LaMarcus",PF-C,"6'10""",234,26.5,34,3.43,12.02,8,Yes
1146,2006,"Almond, Morris",SG-SF,"6'5""",214,31,35.5,3.19,11.45,13,No
1147,2006,"Amundson, Lou",PF,"6'7""",221,32,35.5,3.2,10.58,14,No
1148,2006,"Anderson, Rashad",SG,"6'3""",224,27.5,32.5,3.48,11.77,13,No
1149,2006,"Armstrong, Hilton",C-PF,"6'10""",240,28.5,31.5,3.53,12.28,13,Yes
1150,2006,"Augustine, James",PF,"6'8""",227,30,32.5,3.25,10.54,13,Yes
1151,2006,"Balkman, Renaldo",SF-PF,"6'5""",206,30.5,35,3.22,11.58,9,Yes
1152,2006,"Batista, J.P.",PF,"6'8""",265,26,30.5,3.38,11.62,26,No
1153,2006,"Blalock, Will",PG,"5'11""",194,35,40,3.18,11.08,8,Yes
1154,2006,"Bowman, Brandon",SF,"6'7""",209,31,34,3.31,11.41,24,No
1155,2006,"Brewer, Ronnie",SG-PG,"6'6""",223,35,41,3.14,11.32,19,Yes
1156,2006,"Brown, Denham",SG-SF,"6'4""",218,28,34.5,3.25,11.42,12,Yes
1157,2006,"Buckman, Brad",PF,"6'7""",238,25.5,30.5,3.54,12.26,10,No
1158,2006,"Caner-Medley, Nik",SF,"6'6""",234,28.5,35.5,3.21,10.57,17,No
1159,2006,"Carney, Rodney",SG-SF,"6'4""",204,32,38.5,3.06,10.57,10,Yes
1160,2006,"Clark, Keydren",PG,"5'9""",184,31,34,3.11,11.03,13,No
1161,2006,"Collins, Mardy",PG-SG,"6'4""",224,31.5,37.5,3.27,12,9,Yes
1162,2006,"Dean, Taquan",SG-PG,"6'2""",183,30.5,34.5,3.2,10.53,16,No
1163,2006,"Dials, Terence",PF-C,"6'8""",253,26.5,30,3.5,11.54,16,No
1164,2006,"Dockery, Sean",PG-SG,"6'1""",182,29,33,3.34,10.88,4,No
1165,2006,"Farmar, Jordan",PG,"6'1""",171,33.5,42,3.17,11.07,11,Yes
1166,2006,"Foye, Randy",SG-PG,"6'2""",212,32,38,3.23,10.53,14,Yes
1167,2006,"Francis, Torin",PF-C,"6'9""",247,26.5,32,3.51,11.97,9,No
1168,2006,"Gay, Rudy",SF-PF,"6'7""",222,33,40.5,3.32,11.03,9,Yes
1169,2006,"George, Nick",SF-SG,"6'4""",201,30.5,38,3.25,11.69,14,No
1170,2006,"Gray, Taj",PF-SF,"6'7""",231,28.5,33,3.45,11.02,10,No
1171,2006,"Grunfeld, Dan",SF-SG,"6'5""",216,28,33.5,3.46,11.3,16,No
1172,2006,"Haryasz, Matt",PF-C,"6'10""",219,27.5,31.5,3.46,11.34,10,No
1173,2006,"Hicks, Eric",PF,"6'5""",238,30,34,3.34,12.06,20,No
1174,2006,"Hill, Tedric",SF-PF,"6'8""",236,30,36.5,3.24,12.23,1,No
1175,2006,"Horton, Daniel",PG-SG,"6'0""",198,30,36.5,3.16,10.35,17,No
1176,2006,"Jones, Bobby",SF-SG,"6'6""",211,28.5,34.5,3.28,11.23,15,Yes
1177,2006,"Jones, Solomon",PF-C,"6'8""",224,32,39,3.3,11.27,6,Yes
1178,2006,"Keyru, Viktor",SG-PG,"6'5""",202,29,34.5,3.24,11.4,11,No
1179,2006,"Killingsworth, Marco",PF,"6'6""",266,28,32,3.34,11.42,13,No
1180,2006,"Kinsey, Tarence",SF-SG,"6'5""",179,29,35.5,3.3,10.67,5,No
1181,2006,"Krauser, Carl",PG,"5'12""",190,26,31,3.38,11.62,8,No
1182,2006,"McCray, Chris",SG,"6'3""",187,30.5,39,3.34,11.46,1,No
1183,2006,"McNamara, Gerry",PG-SG,"5'12""",177,27,32,3.4,11.28,3,No
1184,2006,"Mensah-Bonsu, Pops",PF-C,"6'8""",232,31.5,36,3.29,11.47,19,No
1185,2006,"Miller, Paul",PF-C,"6'8""",251,29,35.5,3.66,12.25,25,No
1186,2006,"Millsap, Paul",PF,"6'6""",258,28.5,32.5,3.3,11.67,15,Yes
1187,2006,"Mitchell, Dwayne",SG-SF,"6'2""",208,37.5,41.5,3.16,11.45,17,No
1188,2006,"Morrison, Adam",SF,"6'6""",198,25.5,30.5,3.37,11.46,11,Yes
1189,2006,"Nicholson, Yemi",PF-C,"6'8""",258,26.5,26,3.65,12.57,8,No
1190,2006,"Noel, David",SF-SG,"6'4""",223,34.5,38.5,3.07,10.54,20,Yes
1191,2006,"Novak, Steve",SF,"6'8""",216,24.5,31,3.37,11.11,5,Yes
1192,2006,"O'Bryant, Patrick",C,"6'11""",249,26.5,30,3.63,12.68,13,No
1193,2006,"Pinnock, Danilo",PG-SG,"6'3""",204,29.5,35.5,3.08,11.91,7,No
1194,2006,"Quinn, Chris",PG-SG,"6'0""",175,32,37,3.25,11.25,7,No
1195,2006,"Ray, Allan",SG,"6'1""",204,28.5,35.5,3.2,11.01,9,No
1196,2006,"Redick, JJ",SG,"6'4""",190,27.5,33,3.29,10.94,6,Yes
1197,2006,"Robinson, Antywane",SF-PF,"6'6""",217,29,32.5,3.4,11.73,12,No
1198,2006,"Roy, Brandon",SG-SF,"6'5""",207,34,40.5,3.27,11.13,6,Yes
1199,2006,"Sene, Mouhamed",C,"6'11""",237,28.5,31,3.38,12.52,7,Yes
1200,2006,"Simmons, Cedric",PF-C,"6'8""",223,30.5,35,3.31,11.05,15,Yes
1201,2006,"Slaughter, Marcus",PF-SF,"6'7""",220,30,34,3.4,11.56,9,No
1202,2006,"Smith, Craig",PF,"6'6""",259,30,29.5,3.4,11.59,,Yes
1203,2006,"Smith, Steven",SF-PF,"6'8""",238,29.5,34.5,3.4,12.08,15,No
1204,2006,"Southhall, Michael",C,"6'10""",241,31.5,37,3.51,12.29,2,No
1205,2006,"Steyn, Frans",C,"7'1""",280,28.5,29.5,3.38,11.67,,No
1206,2006,"Stinson, Curtis",SG,"6'2""",208,28,31.5,3.27,10.95,17,No
1207,2006,"Thomas, Tyrus",PF-SF,"6'7""",217,34,39.5,3.2,11.36,8,Yes
1208,2006,"Tucker, Joah",SF-SG,"6'4""",224,29,34,3.31,11.58,19,No
1209,2006,"Vouyoukas, Ian",C-PF,"6'8""",267,23,28,3.72,13.7,8,No
1210,2006,"Washington, Darius",PG,"5'12""",195,29,37.5,3.26,10.71,9,No
1211,2006,"Watson, CJ",PG,"6'0""",171,31.5,34,3.15,11.61,12,No
